"time","m.c_pot.gate_act.n","m.c_sod.gate_act.n","m.c_sod.gate_inact.n","m.c_pot.g","m.c_sod.g"
0,0.3176769140606974,0.05293248525724957,0.5961207535084602,0.3666444556069115,0.01060919283882985
1.000333444481494e-05,0.3229804838977354,0.11252578862877,0.5902052022267722,0.3917487543879825,0.1009114566530553
2.000666888962988e-05,0.3282253966535388,0.1681793944561842,0.5843487734418751,0.4178219273825752,0.3335582879965744
3.001000333444481e-05,0.3334147308357102,0.2201925389940138,0.578550818631395,0.4448787234962904,0.7411917151182763
4.001333777925975e-05,0.3385544387908019,0.2688674137623894,0.5728106273347765,0.4729514372797053,1.33600111940496
5.001667222407469e-05,0.3436533511422601,0.3145071356117888,0.567127419368973,0.5020937714914354,2.117158638254542
6.002000666888963e-05,0.3487228981577991,0.3574069946234543,0.5615003596246319,0.5323832243138725,3.07624150631748
7.002334111370456e-05,0.353776491777246,0.3978451557242951,0.5559285883263146,0.563921151707878,4.200901291296848
8.002667555851951e-05,0.3588286469264925,0.4360740169285975,0.5504112621777139,0.5968303924195179,5.477081316980338
9.003001000333445e-05,0.3638939856692768,0.472313220386763,0.5449475953148252,0.6312509021439136,6.890112173706925
0.0001000333444481494,0.3689861953706735,0.5067447627887165,0.5395368909903414,0.6673335735648289,8.425005594799506
0.0001100366788929643,0.3741170037879859,0.5395106733893733,0.5341785561600089,0.7052324557104293,10.06625247324775
0.0001200400133377793,0.3792953141694002,0.5707137035319425,0.5288720968802416,0.7450963064462979,11.79741351491021
0.0001300433477825942,0.3845265830077842,0.6004210621000583,0.5236170985510632,0.7870602436618803,13.60074885207729
0.0001400466822274091,0.3898124948494908,0.6286706062895666,0.5184131993681301,0.831238257707329,15.45705536020216
0.0001500500166722241,0.3951509882597805,0.6554788867617198,0.5132600634812104,0.8777175668129945,17.34582025521783
0.000160053351117039,0.4005366102439221,0.6808499398482218,0.5081573598245257,0.9265553604823051,19.24569842971857
0.0001700566855618539,0.405961130573157,0.7047837158165633,0.503104748179918,0.9777781184707008,21.13524299338033
0.0001800600200066689,0.4114143415557627,0.7272832048767032,0.4981018720891515,1.031383567673649,22.99376538077881
0.0001900633544514838,0.416884913399699,0.7483596948327904,0.493148356541051,1.087344634723708,24.80218849841444
0.0002000666888962987,0.4223612096372663,0.7680357536678007,0.4882438090680553,1.14561476117787,26.54375160768426
0.0002100700233411137,0.4278319775377372,0.7863462690397218,0.4833878221270729,1.206133746607085,28.20450244837576
0.0002200733577859286,0.4332868574454848,0.8033377188909774,0.4785799761347871,1.26883329191156,29.77352435192159
0.0002300766922307436,0.4387167073098276,0.8190664066838408,0.4738198423949365,1.333641788444947,31.24293549883627
0.0002400800266755585,0.4441137436227633,0.8335960312133683,0.4691069857099285,1.400487875402073,32.60769207326507
0.0002500833611203735,0.4494715783072352,0.8469952706943854,0.4644409665673436,1.469303254486738,33.86528403409648
0.0002600866955651884,0.454785111974796,0.8593352353749072,0.4598213430815046,1.540023885846464,35.01533053772535
0.0002700900300100033,0.4600503974111041,0.8706875761451713,0.4552476723622254,1.61259066556273,36.05919462895684
0.0002800933644548182,0.4652644221201021,0.881122613064417,0.4507195118984662,1.68694870537842,36.99956742737311
0.0002900966988996332,0.4704249707493943,0.890708463315214,0.4462364202973429,1.763047312711285,37.84016276461183
0.0003001000333444481,0.4755304332523486,0.8995100186657364,0.4417979582361625,1.840838828538288,38.58539629137826
0.0003101033677892631,0.4805797052565469,0.9075887132269337,0.4374036888599216,1.920278447853101,39.24017598867697
0.000320106702234078,0.4855720532808674,0.9150021037234363,0.4330531783501531,2.001323218948254,39.80968619162616
0.0003301100366788929,0.4905070170333259,0.9218037971548309,0.4287459962725926,2.083931307828474,40.29923498751224
0.0003401133711237079,0.4953843803509416,0.9280436880587524,0.424481715589112,2.168062195846827,40.71416176510546
0.0003501167055685229,0.5002040072543351,0.9337675623401471,0.4202599133924469,2.253674378613246,41.0596801663059
0.0003601200400133378,0.5049659966197998,0.93901822526616,0.41608017001654,2.340728479289301,41.34093823958933
0.0003701233744581527,0.5096703580910528,0.9438342948552196,0.4119420706264612,2.429181726918892,41.56278634602816
0.0003801267089029676,0.5143174107651031,0.9482523917538573,0.4078452031352079,2.518995584924757,41.73000580569558
0.0003901300433477826,0.5189073025083861,0.9523052054232634,0.4037891605555549,2.610126949605619,41.84700464623594
0.0004001333777925975,0.5234402833248802,0.9560230296399556,0.3997735395870026,2.702533401325122,41.91798074632902
0.0004101367122374125,0.5279166194237722,0.9594335477764844,0.3957979409958866,2.796171713413949,41.94686195105207
0.0004201400466822274,0.5323366452776543,0.9625623925584769,0.3918619693162234,2.89099908600374,41.93735461583184
0.0004301433811270424,0.5367007039008203,0.9654329988280643,0.3879652331019613,2.986972060214103,41.89290452486926
0.0004401467155718572,0.5410091519310699,0.968066800688946,0.3841073448726623,3.084046718060229,41.81670772171535
0.0004501500500166722,0.5452623536327572,0.9704834728470723,0.3802879210880802,3.182178639962685,41.71173059879887
0.0004601533844614872,0.5494606812245066,0.9727010188967385,0.3765065821054396,3.281322993457981,41.58071293541921
0.0004701567189063021,0.5536045181188377,0.9747359560576843,0.3727629521369904,3.381434693527218,41.42618577291397
0.000480160053351117,0.5576942566623104,0.9766033653252991,0.369056659235766,3.482468435457378,41.25047384714988
0.0004901633877959319,0.5617302986762485,0.9783170828103059,0.3653873352427461,3.584378790995782,41.05571757281782
0.0005001667222407469,0.565713053020748,0.9798897918544426,0.3617546157652298,3.687120227744661,40.8438833612707
0.0005101700566855618,0.5696429350066871,0.9813331018537211,0.3581581401504358,3.790647168715654,40.61677318293923
0.0005201733911303769,0.5735203660044135,0.9826576398065572,0.3545975514521572,3.894914054153067,40.37603641406249
0.0005301767255751917,0.5773457729277354,0.9838731134543378,0.3510724964039034,3.999875397390958,40.12317864687146
0.0005401800600200067,0.5811195871675093,0.9849884194405363,0.347582625386074,4.105485822164712,39.85957638114443
0.0005501833944648216,0.5848422433283951,0.9860117794864841,0.3441275923825925,4.211700089394211,39.58649510378381
0.0005601867289096365,0.5885141795175282,0.9869507467804259,0.3407070549687608,4.31847316397005,39.30509158336037
0.0005701900633544515,0.5921358392068662,0.9878121411795656,0.3373206742849972,4.425760328089219,39.01640809329637
0.0005801933977992664,0.5957076703466748,0.9886021456666343,0.3339681150065453,4.533517215511698,38.72138630350163
0.0005901967322440813,0.5992301221958524,0.9893265457121364,0.33064904529963,4.641699770638922,38.42089752715381
0.0006002000666888962,0.6027036466421822,0.9899905671144467,0.3273631368020714,4.750264337266762,38.11572537333114
0.0006102034011337112,0.6061286989253747,0.9905990437237499,0.3241100645975262,4.859167730935837,37.80658731049945
0.0006202067355785261,0.6095057361566543,0.9911563762411141,0.3208895071876455,4.968367240199329,37.49413164373316
0.000630210070023341,0.6128352171463676,0.9916665386272201,0.3177011464696603,5.077820664862333,37.17894020190653
0.0006402134044681561,0.6161176023492726,0.9921332806545159,0.3145446676925158,5.187486356048831,36.86155292910297
0.000650216738912971,0.6193533533311804,0.9925599214854937,0.3114197594579064,5.297323238136747,36.5424461428181
0.0006602200733577859,0.6225429324975222,0.9929495689348168,0.3083261136704317,5.407290836512233,36.22205867285371
0.0006702234078026008,0.6256868029174777,0.9933050827448816,0.3052634255212263,5.517349306271949,35.90078895231037
0.0006802267422474158,0.6287854286451003,0.9936289885889048,0.3022313934816809,5.627459476616631,35.578987065405
0.0006902300766922307,0.6318392732813776,0.9939237023782042,0.2992297192437945,5.737582830831006,35.2569803463302
0.0007002334111370457,0.6348488008920423,0.9941913745417784,0.2962581077280318,5.847681567031747,34.93505758403266
0.0007102367455818606,0.6378144753972241,0.9944339687568833,0.2933162670484935,5.957718603217532,34.61347864593743
0.0007202400800266756,0.6407367600305324,0.9946533259699658,0.2904039084806319,6.067657581583075,34.29248210993381
0.0007302434144714904,0.6436161176991126,0.9948510617273143,0.2875207464649899,6.17746290432682,33.97227544376829
0.0007402467489163053,0.6464530102968779,0.9950287111759836,0.2846664985531529,6.287099728450811,33.65305091146744
0.0007502500833611204,0.6492478987389506,0.9951876560233176,0.2818408854092465,6.3965339855163,33.33497871648876
0.0007602534178059353,0.6520012427165131,0.9953291386070189,0.2790436307896352,6.505732389023517,33.01820923530668
0.0007702567522507503,0.6547135004098917,0.995454331811186,0.2762744615008629,6.614662438072794,32.70288066214453
0.0007802600866955652,0.6573851285100532,0.9955642665735075,0.2735331074127044,6.723292431532658,32.38911235054646
0.0007902634211403802,0.6600165817870286,0.9956599064421207,0.2708193014099801,6.831591462302776,32.07701276948538
0.000800266755585195,0.6626083130248395,0.9957421319641625,0.26813277938431,6.939529424481185,31.76667840070494
0.0008102700900300099,0.665160773072425,0.9958117168173551,0.2654732802308942,7.047077024130841,31.45819193666849
0.0008202734244748249,0.6676744102167927,0.995869395698235,0.2628405457992745,7.154205760052439,31.15162920945723
0.0008302767589196398,0.6701496704906107,0.9959158166772623,0.2602343209046443,7.260887942193546,30.84705500555383
0.0008402800933644548,0.6725869973332771,0.9959515668512234,0.2576543532988456,7.367096681613874,30.54452587759899
